"","Category","Type","Organisation","Organisation_type","Country","City","Source"
"1049","Divestment","Full","The Vines United Reformed Church, Rochester","Faith-based Organization","UK","Rochester","https://brightnow.org.uk/news/easter-declaration-fossil-free-churches/"
"1050","Divestment","Full","All Hallows Church, Leeds (Church of England)","Faith-based Organization","UK","Leeds","https://allhallowsleeds.org/2019/04/23/all-hallows-divests/"
"1051","Divestment","Full","St Hilda’s Church, Ashford (Church of England)","Faith-based Organization","UK","Ashford","https://brightnow.org.uk/news/easter-declaration-fossil-free-churches/"
"1052","Divestment","Full","St John the Evangelist, Upper St Leonards (Church of England)","Faith-based Organization","UK","Upper St Leonards","https://brightnow.org.uk/news/easter-declaration-fossil-free-churches/"
"1053","Divestment","Full","St Peter’s Church, Maney, Sutton Coldfield (Church of England)","Faith-based Organization","UK","Sutton Coldfield","https://brightnow.org.uk/news/easter-declaration-fossil-free-churches/"
"1054","Divestment","Full","St Stephen with St Julian, St Albans (Church of England)","Faith-based Organization","UK","St Albans","https://brightnow.org.uk/news/easter-declaration-fossil-free-churches/"
"1055","Divestment","Coal Only","French pension reserve fund","Pension Fund","France","--","https://www.ipe.com/news/esg/french-pension-reserve-fund-turns-its-back-on-tobacco-coal/10016717.fullarticle"
"1056","Divestment","Full","The Archdiocese of Panama","Faith-based Organization","Panama","--","https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit"
"1057","Divestment","Full","Caritas Philippines","Faith-based Organization","The Philippines","--","https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit"
"1058","Divestment","Full","The Diocese of Naples","Faith-based Organization","Italy","--","https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit"
"1059","Divestment","Full","The Diocese of Civitavecchia-Tarquinia","Faith-based Organization","Italy","--","https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit"
"1060","Divestment","Full","The Diocese of Savona-Noli","Faith-based Organization","Italy","--","https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit"
"1061","Divestment","Full","The Diocese of Siracusa","Faith-based Organization","Italy","--","https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit"
"1062","Divestment","Full","The Catholic Church in Greece","Faith-based Organization","Greece","--","https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit"
"1063","Divestment","Full","Archdiocese of Malta","Faith-based Organization","Malta","--","https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit"
"1064","Divestment","Full","City of Heidelberg","Government","Germany","Heidelberg","https://www.heidelberg.de/7071_34581_34869_284696_1219308_1246207_1275705_1277498_1276594.html"
"1065","Divestment","Partial","University of Münster","Educational Institution","Germany","Münster","https://gofossilfree.org/de/press-release/universitaet-muenster-schliesst-als-erste-universitaet-deutschlands-investitionen-in-klimaschaedlichen-kohle-oel-und-gassektor-aus/"
"1066","Divestment","Full","Université du Quebec à Montreal","Educational Institution","Canada","Montreal","https://montreal.ctvnews.ca/uqam-halts-investments-in-fossil-fuels-1.4426978"
"1067","Divestment","Coal and Tar Sands Only","Wadham College, Oxford","Educational Institution","UK","Oxford","https://cherwell.org/2019/06/01/wadham-commits-to-full-divestment/"
"1068","Divestment","Full","Emmanuel College, Cambridge","Educational Institution","UK","Cambridge","https://www.varsity.co.uk/news/17586?fbclid=IwAR0e6AduRXLG4YM_SCV58-Ct914s7h4EAVoMQsw5pqCZ8uTX39rOMrmLJKc"
"1069","Divestment","Full","Clare Hall, Cambridge","Educational Institution","UK","Cambridge","https://www.varsity.co.uk/news/17293"
"1070","Divestment","Coal and Tar Sands Only","ASR Netherlands NV","For Profit Corporation","Netherlands","--","https://www.bloomberg.com/news/articles/2019-06-24/insurer-looks-at-ending-cover-for-gambling-arms-nuclear-power"
"1071","Divestment","Full","Lemonade Insurance","For Profit Corporation","USA","New York City","https://www.insureourfuture.us/updates/2019/3/4/lemonade-is-first-us-insurance-company-to-reject-fossil-fuel-investments"
"1072","Divestment","Full","National Trust","NGO","UK","--","https://www.nationaltrust.org.uk/press-release/national-trust-announces-it-will-divest-from-all-fossil-fuel-companies"
"1073","Divestment","Coal Only","UNIQA Insurance","For Profit Corporation","Austria","--","https://www.uniqagroup.com/gruppe/versicherung/media/files/UNIQA_Statement_on_Decarbonisation.pdf"
"1074","Divestment","Coal Only","MAPFRE Insurance","For Profit Corporation","Spain","--","https://noticias.mapfre.com/en/mapfre-strategic-plan/"
"1075","Divestment","Coal Only","NN Group Insurance","For Profit Corporation","Netherlands","--","https://drive.google.com/drive/u/0/folders/0B-va3no-oMaBRXdMdFBSV2JMRUU"
"1076","Divestment","Partial","Baden-Württemberg","Pension Fund","Germany","--","https://fm.baden-wuerttemberg.de/de/service/presse-und-oeffentlichkeitsarbeit/pressemitteilung/pid/pensionsfonds-investieren-in-nachhaltige-aktienindizes/"
"1077","Divestment","Partial","Brandenburg","Pension Fund","Germany","--","https://mdf.brandenburg.de/cms/detail.php/bb1.c.636408.de"
"1078","Divestment","Partial","Hesse","Pension Fund","Germany","--","https://www.hessen.de/presse/pressemitteilung/pensionsfonds-investieren-nachhaltige-aktienindizes-0"
"1079","Divestment","Full","City of Montpellier","Government","France","Montpellier","https://www.montpellier3m.fr/sites/default/files/mag/pdf/20181226/mmmag45-p10-11.pdf"
"1080","Divestment","Full","Royal College of Emergency Medicine","Educational Institution","UK","--","https://www.businessgreen.com/bg/news/3078457/royal-college-of-emergency-medicine-and-royal-society-of-arts-quit-fossil-fuel-investments"
"1081","Divestment","Full","Royal Society of Arts","NGO","UK","--","https://www.businessgreen.com/bg/news/3078457/royal-college-of-emergency-medicine-and-royal-society-of-arts-quit-fossil-fuel-investments"
"1082","Divestment","Full","The City of Montreal","Government","Canada","--","https://www.cbc.ca/amp/1.5125706"
"1083","Divestment","Fossil Free","Inner West council","Government","Australia","--","https://www.theguardian.com/environment/2019/jun/06/sydney-inner-west-council-fully-divests-fossil-fuels"
"1084","Divestment","Full","Cutler Trust","Philanthropic Foundation","UK","--","From Divest Invest"
"1085","Divestment","Full","The Ludo Group","For Profit Corporation","--","--","From Divest Invest"
"1086","Divestment","Full","Aestus Inc","For Profit Corporation","USA","--","From Divest Invest"
"1087","Divestment","Full","Cool Hive","For Profit Corporation","USA","--","From Divest Invest"
"1088","Divestment","Full","Syntropy Wealth","For Profit Corporation","USA","--","From Divest Invest"
"1089","Divestment","Full","HIP Investor Inc.","For Profit Corporation","USA","--","From Divest Invest"
"1090","Divestment","Full","Fertotal s.a.r.l.","For Profit Corporation","Lebanon","--","From Divest Invest"
"1091","Divestment","Full","Partnership for development and Social Organisation(PAFDESO)","NGO","Somalia","--","From Divest Invest"
"1092","Divestment","Full","Red Rocks Impact GmbH & Co KG","For Profit Corporation","Germany","--","From Divest Invest"
"1093","Divestment","Full","Bethel United Church of Christ","Faith-based Organization","Global","--","From Divest Invest"
"1094","Divestment","Coal Only","Chubb Insurance LTD","For Profit Corporation","USA","--","https://www.reuters.com/article/us-chubb-ltd-ch-coal-policy/u-s-insurer-chubb-pulls-back-from-coal-idUSKCN1TW3I2"
"1095","Divestment","Full","Lupoff Friends and Family Interests LLC","For Profit Corporation","USA","--","From Divest Invest"
"1096","Divestment","Full","GreenWave","For Profit Corporation","France","--","From Divest Invest"
"1097","Divestment","Full","Town of Truckee","Government","USA","--","From Divest Invest"
"1098","Divestment","Full","Estwatch","NGO","Estonia","--","From Divest Invest"
"1099","Divestment","Full","Jumuiya Women Fund","Philanthropic Foundation","Kenya","--","From Divest Invest"
"1100","Divestment","Full","Johnson Ohana Foundation","Philanthropic Foundation","USA","--","From Divest Invest"
"1101","Divestment","Full","Kokua Hawaii Foundation","Philanthropic Foundation","USA","--","From Divest Invest"
"1102","Divestment","Full","SCS Energy Consulting","For Profit Corporation","Australia","--","From Divest Invest"
"1103","Divestment","Full","Polestar Capital","For Profit Corporation","Netherlands","--","From Divest Invest"
"1104","Divestment","Full","NR McLean Farms Ltd","For Profit Corporation","Canada","--","From Divest Invest"
"1105","Divestment","Full","Community Environmental Council","NGO","USA","--","https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904"
"1106","Divestment","Coal Only","Pension Fund Bernische Lehrerversicherungskasse BLVK","Pension Fund","Switzerland","--","https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904"
"1107","Divestment","Full","Larry R. Williams, PLLC","For Profit Corporation","USA","--","https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904"
"1108","Divestment","Fossil Free","Rachel's Network","NGO","USA","Washington","https://rachelsnetwork.org/fossil-free/"
"1109","Divestment","Partial","University of Puget Sound","Educational Institution","USA","--","https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904"
"1110","Divestment","Full","Cardiff Council Pension Fund","Pension Fund","UK","--","https://theecologist.org/2019/jul/22/cardiff-pensions-ditch-fossil-fuels"
"1111","Divestment","Full","Environment Governance Institute","NGO","Uganda","--","From Divest Invest"
"1112","Divestment","Full","Trottier Family Foundation","Philanthropic Foundation","Canada","--","From Divest Invest"
"1113","Divestment","Coal Only","Natixis Investment Bank","For Profit Corporation","France","--","https://www.natixis.com/natixis/upload/docs/application/pdf/2016-07/160708_coal_policy_en.pdf"
"1114","Divestment","Full","Amnesty International","NGO","UK","--","https://www.amnesty.org/en/latest/news/2019/08/amnesty-international-to-divest-from-fossil-fuel-companies/"
"1115","Divestment","Full","University of Auckland Foundation","Educational Institution","New Zealad","--","https://350.org.nz/press-release-students-celebrate-as-university-of-auckland-ditches-fossil-fuels/"
"1116","Divestment","Coal Only","Amundi","For Profit Corporation","France","--","https://drive.google.com/drive/u/0/folders/0B-va3no-oMaBRXdMdFBSV2JMRUU"
"1117","Divestment","Full","AMECEA - Association of Member Episcopal Conferences in Eastern Africa","Faith-based Organization","Kenya","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1118","Divestment","Full","Asociación ATTA","Faith-based Organization","Spain","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1119","Divestment","Full","Caritas Australia","Faith-based Organization","Australia","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1120","Divestment","Full","Caritas Italy","Faith-based Organization","Italy","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1121","Divestment","Full","Caritas Norway","Faith-based Organization","Norway","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1122","Divestment","Full","Caritas Singapore","Faith-based Organization","Singapure","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1123","Divestment","Full","Catholic Bishops’ Conference of the Philippines","Faith-based Organization","Philippines","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1124","Divestment","Full","Catholic Laity Council of the Archdiocese of Jos","Faith-based Organization","Nigeria","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1125","Divestment","Full","Diocese of Padua","Faith-based Organization","Italy","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1126","Divestment","Full","Franciscan Sisters Minoress","Faith-based Organization","UK","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1127","Divestment","Full","Go Green Save Environments","Faith-based Organization","Malawi","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1128","Divestment","Full","Mission Congregation of the Servants of the Holy Spirit","Faith-based Organization","Global","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1129","Divestment","Full","Oekologia","Faith-based Organization","France","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1130","Divestment","Full","Religious Sisters of Charity, English/Scottish Province","Faith-based Organization","UK","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1131","Divestment","Full","Sisters of St. Dominic of Blauvelt","Faith-based Organization","USA","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1132","Divestment","Full","Smiling Simon Greenbuild Foundation","Philanthropic Foundation","Nigeria","--","https://www.ncronline.org/news/environment/faith-pledges-push-global-fossil-fuel-divestments-over-11-trillion"
"1133","Divestment","Fossil Free","Diocese of Lausanne","Faith-based Organization","Switzerland","--","https://www.diocese-lgf.ch/medias/actualites/articles/article/ecologie-leveche-ninvestit-pas-dans-les-energies-fossiles.html"
"1134","Divestment","Fossil Free","University of York","Educational Institution","UK","--","https://mancunion.com/2019/10/03/university-of-york-announce-full-divestment-from-fossil-fuels/"
"1135","Divestment","Partial","City of Ghent","Pension Fund","Belgium","Ghent","https://www.dewereldmorgen.be/artikel/2018/12/05/%C2%93stad-gent-desinvesteert-als-eerste-belgische-stad-uit-fossiele-brandstoffen/"
"1136","Divestment","Full","University of Ghent","Educational Institution","Belgium","Ghent","https://www.nieuwsblad.be/cnt/dmf20171204_03225070"
"1137","Divestment","Partial","Vrije Universiteit Brussel (VUB)","Educational Institution","Belgium","Brussels","https://www.bruzz.be/samenleving/vub-gaat-60-miljoen-euro-duurzaam-investeren-2018-10-10"
"1138","Divestment","Full","Université Libre de Bruxelles (ULB)","Educational Institution","Belgium","Brussels","https://www.mixcloud.com/radiocampusbruxelles/hds-25022019-d%C3%A9sinvestissement-investissement-%C3%A9nergies-fossile-ulb/"
"1139","Divestment","Full","KU Leuven","Educational Institution","Belgium","Leuven","https://www.madeinvlaamsbrabant.be/nieuws/ku-leuven-wil-aandelen-in-fossiele-brandstoffen-verkopen/"
"1140","Divestment","Coal Only","Suncorp","For Profit Corporation","Australia","--","https://www.marketforces.org.au/media-release-suncorp-dumps-thermal-coal/"
"1141","Divestment","Coal Only","Reform Pension Fund","Faith-based Organization","USA","--","https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904"
"1142","Divestment","Partial","quick festivalonline","Faith-based Organization","India","--","https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904"
"1143","Divestment","Full","Concordia University","Educational Institution","Canada","Montreal","https://montrealgazette.com/news/local-news/concordia-vows-to-divest-from-fossil-fuels-invest-in-sustainable-funds?fbclid=IwAR2tLFulCgugnrq5GmJidAXqyrlbHSa-FEt8ZJiU-AGTJ7OJ45qk7xShqEQ"
"1144","Divestment","Coal and Tar Sands Only","Baptist Union of Great Britain","Faith-based Organization","UK","--","https://baptisttimes.co.uk/Articles/544355/Baptist_Union_Council.aspx"
"1145","Divestment","Full","Beulah United Reformed Church, Cardiff","Faith-based Organization","UK","Cardiff","https://brightnow.org.uk/news/cardiff-church-becomes-the-first-in-wales-to-divest-from-fossil-fuels/"
"1146","Divestment","Full","St Mary's Episcopal Cathedral, Edinburgh","Faith-based Organization","UK","Edinburgh","https://www.cathedral.net/st-marys-cathedral-fossil-fuels-divestment/"
"1147","Divestment","Full","United Reformed Church Synod of Wessex","Faith-based Organization","UK","--","https://urc.org.uk/latest-news/3189-urc-s-wessex-synod-divest-from-fossil-fuel-companies.html"
"1148","Divestment","Full","United Reformed Church, UK","Faith-based Organization","UK","--","https://urc.org.uk/latest-news/3214-faith-institutions-reach-9-trillion-divestment-milestone"
"1149","Divestment","Full","St Mary's, Hornsey Rise (Church of England)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-announce-divestment-fossil-fuels/"
"1150","Divestment","Full","Franciscan Sisters Minoress","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-announce-divestment-fossil-fuels/"
"1151","Divestment","Full","Religious Sisters of Charity (English/Scottish Province)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/faith-institutions-announce-divestment-fossil-fuels/"
"1152","Divestment","Full","Leeds Trinity University","Educational Institution","UK","Leeds","https://twitter.com/LeedsTrinity/status/1191772351551160321"
"1153","Divestment","Coal and Tar Sands Only","Zurich Insrance Group","For Profit Corporation","Switzerland","--","https://www.zurich.com/en/sustainability/our-role-in-society/climate-change"
"1154","Divestment","Full","Sonoma County","Government","USA","--","https://www.pressdemocrat.com/news/10445104-181/sonoma-county-supervisors-seek-to"
"1155","Divestment","Full","The Dioceses of Middlesbrough","Faith-based Organization","UK","Middlesbrough","https://catholicclimatemovement.global/first-catholic-dioceses-in-england-divest-from-fossil-fuels/?fbclid=IwAR1AIfxZ6Sm3uDuuYwqgqTMbn-Lg5oQajnsKK-hR7I-AFkuMAra4C8nTdNc"
"1156","Divestment","Full","Diocese of Lancaster","Faith-based Organization","UK","Lancaster","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1157","Divestment","Full","Congregation of Jesus (English Province)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1158","Divestment","Full","Presentation Sisters (English Province)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1159","Divestment","Full","United Reformed Church Synod of Wales","Faith-based Organization","UK","--","https://www.urcwales.org.uk/news/divesting-from-fossil-fuels/"
"1160","Divestment","Full","United Reformed Church South Western Synod","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1161","Divestment","Full","Lavington URC, Bideford","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1162","Divestment","Full","Redland Park URC, Bristol","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1163","Divestment","Full","Northern College (URC and Congregational)","Faith-based Organization","UK","--","https://urc.org.uk/latest-news/3310-northern-college-makes-commitment-to-divest-from-fossil-fuels.html"
"1164","Divestment","Full","Ivybridge Methodist Church, Devon","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1165","Divestment","Full","Stirling Methodist Church","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1166","Divestment","Full","Devonport Baptist Church, Plymouth","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1167","Divestment","Full","St Luke's Holloway, London (C of E)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1168","Divestment","Full","Pudsey Parish Church (C of E)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1169","Divestment","Full","St Augustine of Canterbury, Alston (C of E)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1170","Divestment","Full","St John the Evangelist, Garrigill (C of E)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1171","Divestment","Full","St John the Evangelist, Nenthead (C of E)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1172","Divestment","Full","Holy Paraclete, Kirkhaugh (C of E)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1173","Divestment","Full","St Jude, Knaresdale (C of E)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1174","Divestment","Full","St Mary & St Patrick, Lambley (C of E)","Faith-based Organization","UK","--","https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/"
"1175","Divestment","Coal Only","BlackRock Investments management","For Profit Corporation","USA","--","https://www.blackrock.com/corporate/investor-relations/larry-fink-ceo-letter"
"1176","Divestment","Coal Only","Liberty Mutual","For Profit Corporation","USA","--","https://www.prnewswire.com/news-releases/liberty-mutual-insurance-appoints-first-chief-sustainability-officer-to-oversee-continued-development-of-environmental-social-and-governance-agenda-300974652.html"
"1177","Divestment","Coal and Tar Sands Only","Royal College of Physicians","Healthcare Institution","UK","--","https://www.rcplondon.ac.uk/news/royal-college-physicians-adopts-new-climate-policy"
"1178","Divestment","Partial","University of British Columbia","Educational Institution","Canada","--","https://www.cbc.ca/news/canada/british-columbia/ubc-divestment-vote-1.5371719"
"1179","Divestment","Partial","Simon Fraser University","Educational Institution","Canada","--","https://www.cbc.ca/news/canada/british-columbia/sfu-board-to-vote-on-cutting-school-s-fossil-fuel-investments-in-half-by-2025-1.5376186?fbclid=IwAR3gLA1Mg3K_YDR6d73GUZDzm2Yt0a6D5B4YjqF8l_Gm-6obVVmDR6wAfPI"
"1180","Divestment","Partial","ATP","Pension Fund","Denmark","--","https://uk.reuters.com/article/us-climate-change-atp-pensions/danish-pension-provider-atp-to-halt-fossil-fuel-investments-via-external-funds-idUKKBN1ZY2ND"
"1181","Divestment","Full","Georgetown University","Educational Institution","USA","--","https://www.washingtonpost.com/education/2020/02/06/georgetown-university-pledges-divest-fossil-fuel-companies/"
"1182","Divestment","Full","University of Reading","Educational Institution","UK","--","https://www.reading.ac.uk/news-and-events/releases/PR835333.aspx"
"1183","Divestment","Full","Brown University","Educational Institution","USA","--","https://www.browndailyherald.com/2020/03/04/brown-sells-90-percent-fossil-fuel-investments/?fbclid=IwAR0ok5nFHbPkZAe9psLjkcHkIeQ6ywsIflgUffMllFUEv4rqJCOqITqxudg"
"1184","Divestment","Full","Kiwisaver funds","Pension Fund","New Zealad","--","https://www.beehive.govt.nz/release/default-kiwisaver-changes-support-more-responsible-investment"
"1185","Divestment","Full","Antioch University","Educational Institution","USA","Yellow Springs","https://www.antioch.edu/blog/2020/03/12/antioch-university-endowment-to-go-fossil-fuel-free/"
"1186","Divestment","Full","City of San Jose","Government","USA","San Jose","https://sanjose.legistar.com/LegislationDetail.aspx?ID=4343848&GUID=87B5C3FE-5A80-441B-8C39-E6C2470F59E4&Options=&Search="
"1187","Divestment","Full","Jesuits in Britain","Faith-based Organization","UK","--","https://brightnow.org.uk/news/jesuits-divest-from-fossil-fuels/"
"1188","Divestment","Full","United Reformed Church West Midlands Synod","Faith-based Organization","UK","--","https://urc.org.uk/latest-news/3366-urc-west-midlands-synod-divests-from-fossil-fuels"
"1189","Divestment","Full","Dunscore Parish Church (Church of Scotland)","Faith-based Organization","UK","--","Dunscore Board Statement"
"1190","Divestment","Full","The Sisters Of St. Joseph Of Peace (UK)","Faith-based Organization","UK","--","https://csjp.org/news/2020/03/09/sisters-of-st.-joseph-of-peace-divest-from-fossil-fuels/"
"1191","Divestment","Fossil Free","The American University","Educational Institution","USA","--","https://www.theeagleonline.com/article/2020/04/breaking-au-announces-full-financial-divestment-from-fossil-fuel-stocks"
"1192","Divestment","Full","Islamic Medical association of North America","Healthcare Institution","USA","--","https://imana.org/climate-crisis/sustainability/"
"1193","Divestment","Full","University of Guelph","Educational Institution","Canada","--","https://www.guelphtoday.com/coronavirus-covid-19-local-news/u-of-g-votes-in-favour-of-divesting-from-fossil-fuels-2275472"
"1194","Divestment","Full","Asociación Civil Eco Raíces","Faith-based Organization","Argentina","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1195","Divestment","Full","Capítulo Argentina - Movimiento Católico Mundial por el Clima","Faith-based Organization","Argentina","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1196","Divestment","Full","Christian Life Community","Faith-based Organization","Australia","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1197","Divestment","Full","Episcopal Commision for Justice and Peace","Faith-based Organization","Bangladesh","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1198","Divestment","Full","Diocese de São José dos Campos","Faith-based Organization","Brazil","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1199","Divestment","Full","Confederación Interamericana de Educación Católica - CIEC","Faith-based Organization","Colombia","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1200","Divestment","Full","Secretariado Latinoamericano MIEC-JEC","Faith-based Organization","Ecuador","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1201","Divestment","Full","Archdiocese of Semarang","Faith-based Organization","Indonesia","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1202","Divestment","Full","Diocese of Ossory","Faith-based Organization","Ireland","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1203","Divestment","Full","Marino Institute of Education Trust Fund","Faith-based Organization","Ireland","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1204","Divestment","Full","Missionary Sisters of St Columban","Faith-based Organization","Ireland","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1205","Divestment","Full","Little Company of Mary, Irish Province","Faith-based Organization","Ireland","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1206","Divestment","Full","Creedon Educational Trust","Faith-based Organization","Ireland","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1207","Divestment","Full","The Order of St Augustine - Irish Province","Faith-based Organization","Ireland","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1208","Divestment","Full","Christian Brothers European Province","Faith-based Organization","Ireland","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1209","Divestment","Full","Fondazione MAGIS","Faith-based Organization","Italy","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
"1210","Divestment","Full","Pro Civitate Christiana","Faith-based Organization","Italy","--","https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0"
